,Precinct,Name_1,Party_1,Votes_1,Name_2,Party_2,Votes_2,Name_3,Party_3,Votes_3,Name_4,Party_4,Votes_4,Name_5,Party_5,Votes_5,Name_6,Party_6,Votes_6,Name_7,Party_7,Votes_7,Votes_total,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5,Pct_6,Pct_7,Margin
452,Spokane 6032,Randal Rosman,None,31,,,0,,,0,,,0,,,0,,,0,,,0,31,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
453,Spokane 6033,Randal Rosman,None,393,,,0,,,0,,,0,,,0,,,0,,,0,393,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
454,Spokane 6034,Randal Rosman,None,20,,,0,,,0,,,0,,,0,,,0,,,0,20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
455,Spokane 6038,Randal Rosman,None,220,,,0,,,0,,,0,,,0,,,0,,,0,220,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
456,Spokane 9000,Marcy A. Cockle,None,2,,,0,,,0,,,0,,,0,,,0,,,0,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
457,Spokane 9001,Marcy A. Cockle,None,25,,,0,,,0,,,0,,,0,,,0,,,0,25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
458,Spokane 9002,Marcy A. Cockle,None,63,,,0,,,0,,,0,,,0,,,0,,,0,63,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
459,Spokane 9003,Marcy A. Cockle,None,127,,,0,,,0,,,0,,,0,,,0,,,0,127,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
460,Spokane 9006,Randal Rosman,None,10,,,0,,,0,,,0,,,0,,,0,,,0,10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
462,Spokane 9300,Marcy A. Cockle,None,64,,,0,,,0,,,0,,,0,,,0,,,0,64,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
463,Stevens 105,Adenea Thompson,None,81,,,0,,,0,,,0,,,0,,,0,,,0,81,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
464,Stevens 106,Adenea Thompson,None,79,,,0,,,0,,,0,,,0,,,0,,,0,79,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
466,Stevens 108,Adenea Thompson,None,202,,,0,,,0,,,0,,,0,,,0,,,0,202,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
467,Stevens 109,Adenea Thompson,None,166,,,0,,,0,,,0,,,0,,,0,,,0,166,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
469,Stevens 111,Adenea Thompson,None,125,,,0,,,0,,,0,,,0,,,0,,,0,125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
